score,summary,review
5.0,Awesome product!,"This is an excellent product for the price.  I've checked out many health food stores and compared their product to this one based on ingredients and pricing and this by far is the best deal.  It's pleasant tasting and definitely helps in my health.  I have tested myself for acidity (many health issues) and I am so acid that I go off the range so I'm using this to help bring me into the area I need.  I have a long way to go but this seems to be boosting my energy levels etc.  Buy this one, it's great! blessings."
1.0,Disappointing,"Gritty texture, doesn't mix well, hemp bits get stuck in teeth. The package recommends adding it to yogurt but that turns the yogurt into a gritty inedible slop.  I'm afraid to use it in pancakes for fear it will result in grittiness. It's just a terrible excuse for ""protein powder"", I'm not sure it can called that."
5.0,Superb!,"I am very familiar with Rishi teas, though I'd never before sampled their Silver Needle Jasmine Loose Tea. This is one of the best white teas I've ever tried, and I've tried quite a few. Upon opening the container, you get a faint, intoxicating jasmine fragrance. This is an organic product with organic tea and jasmine blossoms. It's a delicate tea that for me needs no sweeteners whatsoever. It lacks bitterness, and it has a faint and very pleasing herbal/floral taste and aroma. The directions call for a steeping time of 4 to 5 minutes. I tried both, and prefer the 4-minute steeping time, which for me gives the tea a more subtle and ""mysterious"" flavor. It's actually a very sensual drinking experience! As is typical of white teas, they are very low in caffein, and high in antioxidants. I'm a big fan of all types of tea, and this silver needle jasmine white ranks as one of my favorites. Strongly recommended!"
1.0,Disgusting!,"I bought a bag, opened them, and almost threw up because of the overpowering rancid oil (and chemical?) smell!  Of course, I didn't dare eat one of the cookies, nor did I want to because I was so nauseous from the odor!  I couldn't even dispose of them in my kitchen trash can; I had to take them to the outdoor garbage can!  I wrote to the company in the hopes that they would rectify this situation with their quality control department. In all good conscience, I cannot give this product ANY stars!  [Amazon would not publish my review unless I gave them at least one star but I did so ONLY to get my review published.]"
5.0,Kitty Heaven,"Our cat goes completely insane for these treats -- her response is above and beyond anything else, ever, including fresh grown cat nip.  Her eyes turn into giant black spheres.  Totally worth it."
5.0,Good Iced Tea,If you like iced tea and lemonade mix then you need to try these K-cups!  They are not to sweet like some of the iced tea K-cups.  I use about 6-7 oz water and then fill my cup 1/2 full of ice when brewing.  I have a 2 qt pitcher I fill 1/2 with ice and I make 3 K-cups in a row and have a pitcher of ice tea ready in less then 10 minutes.
1.0,Not for Me,"I did not like these at all.  The price is too high in my opinion, too."
1.0,Tasted Gross,"The cans were in good condition and the green beans arrived on time... however... they taste horrible! I expected organic canned green beans to taste differently...  but I had no idea that they would taste differently in a bad way. Sorry, but definitely deserving a one star review."
1.0,PUT BACK THE TRANS FAT IDIOTS,"NABISCO I USED TO ENJOY THE SOCIAL TEA BISCUT FOR OVER 40 YEARS. BUT YOU DESTROYED THIS COOKIE WITH YOUR POLITICAL CORECTNESS, THANKS TO THAT JERK MIKE BLOOMBERG, TELLING YOUR COMPANY TO TAKE ALL TRANS FAT OUT OF YOUR COOKIE.  WELL PAL YOU LOST A CUSTOMER.  I WOULD RATHER EAT THE BOX, THAN THE NEW SOCIAL TEA COOKIE. YOU ARE JERKS JUST LIKE MIKE BLOOMBERG WITH HIS 20 BILLION DOLLARS. CONGRATUALTIONS, THE LITTLE GUY CANNOT EVEN ENJOY A COOKIE WITH HIS CUP OF COFFEE ANY MORE."
5.0,Terrific for picky dogs,"I have a 5 lb Maltese who eats more like a cat. He eats until he is full and walks away. Dry food is best, I am told but it so.... ""dry"". I don't want to give him human food because I'm told I shouldn't - but also because he eats so little, I want to be sure he's healthy. My solution has been to buy Cesar by the case from Amazon (auto shipment) and mix it with his dry. I buy dry food for small adult dogs, mix a scoop (1 cup?) with 1/4-1/3 container of Cesar. I mix it with a for or my hands (so he doesn't just eat the Cesar and walk away). He gets the benefit of dry food for his teeth etc and the tastiness of Cesar's wonderful flavors."
1.0,What a waste,"I opened the bottle and use a little amount. I  placed the bottle in a cool, dark area for storage and the following week I went to use it and there was a nice gathering of mold in the neck of the bottle. I would like a return. I will than review the product and again and if it deserves a good rating, then so be it."
1.0,Beware,"I ordered one carton, and the company sent me three.  I didn't want 3 cartons!  If you try to return them, they will make you pay the shipping for the items you didn't order!! Moreover, the stuff is terrible because it doesn't stay mixed in the milk.  It separates into a gross layer on top.  What a waste of money!!"
1.0,Use cocoa from slave labor,"Lucy's cookies has a track record of buying cocoa from suppliers who use child labor to farm their cocoa beans, avoid this product if you have a conscience"
5.0,Cat Treats are Good !,My kitty loves these as a treat.  I am completely satisfied with these but next time I am going to buy the crunchy ones as opposed to these soft ones because the crunch helps clean the tartar off her teeth.
5.0,The best Assam in a bag,This is my all time favorite Assam tea (other than the kind I can find in London) and it seems to be hard to find in the stores. I am a very serious tea drinker and I love being able to buy it in bulk like this. Excellent find.
1.0,Horrible basket or gift,"I received the boxes wrapped in plastic to hold them in the tower and no ribbon the only thing that looks like the picture are the boxes but the arrangements I received are the perfect example of how something nice can look really ugly with no taste,  I bought 3 completely disappointed and I cant return them and Most likely I will keep just the boxes because I can't give this things as gifts to my friends,  UGLY UGLY UGLY."
5.0,Really great cereal,"I believe that those who bash the flavor of this product are generally used to eating processed products and have yet to acquire the taste of natural grains.  Once you learn how to eat healthier, it's amazing how most people learn how naturally sweet dry toast can be if its made with a really great bread or how wonderful this cereal is.  For my taste, I love this stuff andd I think it's worth every dime.  The boxes are always stuffed to capacity without the three or four inches of dead space chalked up as ""settling due to shipping and handling"".  I normally add it on top of a bowl of fresh fruit and yogurt and then listen to my co-workers tell me how great my breakfast or lunch looks.  Anyway, I highly recommend Food For Life Ezekiel cereal - its very difficult to find more nutrition in a single meal anywhere else!"
